Problem Date,Problem Details,Language,Title,URL
7/4/2026,I'm looking for jobs,en,Sign in to your IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html
7/4/2026,Admissibilité 67 points,fr,Entrée express : Vérifier votre note - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/entree-express/verifier-note.html
7/4/2026,Service Canada,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
7/4/2026,Residence permit,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,اريد تسجيل م علومات,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,Reason for officer's rejection of case. What is wrong with the case?,en,Explaining application refusals: Officer decision notes - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/transparency/officer-decision-notes.html
7/4/2026,Where do we send the application if we are living in the UK it’s very urgent and I can’t work out where to send the application,en,Applying to Voluntarily Renounce Permanent Resident Status - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-voluntarily-renounce-permanent-resident-status.html
7/4/2026,لدي عائلة مكونة من ٤ أطفال وزوجة وارغب بحياة أفضل لي وعائلتي,en,Sign in to your IRCC secure account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html
7/4/2026,juste l'endroit pour faire l'AVE,fr,Derniers conseils pour présenter une demande d’AVE - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/derniers-conseils-presenter-ave.html
7/4/2026,i want to create an account,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,Adjuntar nuevos documentos,en,"Visado de tránsito: Después de solicitar, Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/transit/transit-visa/after-apply-next-steps.html
7/4/2026,Requérant avec un permis de travail ouvert,fr,Permis de travail pour des travailleurs temporaires du Québec qui ont présenté une demande de sélection permanente au titre du Programme de sélection des travailleurs qualifiés - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/travailler-canada/instructions-speciales/permis-travail-travailleurs-qualifies-quebec-pstq.html
7/4/2026,"Hello, I have the wrong date of birth in my pr card, what should I do?",en,Permanent resident cards and status - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/permanent-residents.html
7/4/2026,"Demande AVE avec toujours la même formule depuis dépôt… Copie passeport jointe le 30/06 suite courrier compte IRCC ( délai 06 Juillet « Demande reçue, infos sous 72 H »",fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
7/4/2026,How to download and submit the form?,en,"Family Information Form – Visitors, Students and Workers (IMM 5645) - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/imm5645.html
7/4/2026,Ou faire la demande d’AVE?,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
7/4/2026,كيف اقدم كلاجئ للكندا,en,Refugee protection in Canada - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/refugees/protection.html
7/4/2026,J’ai soumis ma demande le 8 mai ####### biométrie a été faite le 30 juin J’aimerai savoir environ combien de temps il me teste,fr,Vérifiez les délais de traitement actuels de l'IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-delais-traitement.html
7/4/2026,when you download the pdf. it autolocks the file. how can i access it,en,Application for a Citizenship Certificate (CIT 0001) - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/cit0001.html
7/4/2026,exemple de lettre d'invitation,fr,Lettre d’invitation pour les visiteurs au Canada - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/lettre-invitation.html
7/4/2026,"After the virtual waiting room, I am redirected to the eTA application status page instead of the new eTA application form. Same issue on Chrome Windows, Safari (iPhone), after clearing cache and trying both the French and English websites. My son is flying on his own on July 12. I’m very worried",en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,entrer express,fr,Choisir une ville - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/setablir-canada/choisir-ville.html
7/4/2026,je suis psychologue je cherche un travail,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
7/4/2026,It’s been 6 months that we dont have an update on our application,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,السفر الى كندا,en,Canadian citizenship - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html
7/4/2026,TRV,fr,Immigration et citoyenneté - Canada.ca,https://www.canada.ca/fr/services/immigration-citoyennete.html
7/4/2026,日本語,en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,teaching english,en,Francophone Community Immigration Pilot: Get a job offer - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/rural-franco-pilots/franco-immigration/job-offer.html
7/4/2026,JE CHERCHE LE LIEN DU FORMULAIRE AVEC,fr,"Rappels essentiels pour demander une AVE : fraude, limites, session - Canada.ca",https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave/rappels-importants-presenter-ave.html
7/4/2026,Want to track pr application status,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,Je ne trouve pas où faire la demande d'AVE,fr,Autorisation de voyage électronique (AVE) - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/ave.html
7/4/2026,EXPRESSION OF INTEREST,en,Immigrate through the Atlantic Immigration Program - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/atlantic-immigration/how-to-immigrate.html
7/4/2026,Je n’ai pas de compte ircc,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
7/4/2026,Comment créer un compte ircc,fr,Connectez-vous à votre compte IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/comptes-ircc.html
7/4/2026,I want to apply for TRV for family members for my convocation. I am in Canada they are not.,en,Visitor record: About the document - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/extend-stay/about.html
7/4/2026,"I want to apply for a visa, this is the page that came up when i clicked on the icon to apply. But there isn't an option to apply on this page.",en,Important reminders – apply for an eTA - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/important-reminders-apply-eta.html
7/4/2026,Need to pay for pr application Vac passport transmission fee,en,Sign in to your IRCC account - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/ircc-accounts.html
7/4/2026,J’ai de problème de résidence je suis recherché,fr,Comment vérifier l’état de votre demande à IRCC - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/verifier-etat.html
7/4/2026,diplomate,fr,Découvrez ce que vous pouvez présenter comme demande - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/visiter-canada/demande-rt-pas-certain.html
7/4/2026,"Je suis français, je souhaite séjourner 4 mois au Canada et y travailler en même temps.",fr,Déterminer si vous avez besoin d’un permis de travail - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/travailler-canada/besoin-permis-2.html
7/4/2026,"The UK Passport Office lost my expired Canadian child passport. Now that I am 16 and considered an ‘adult’ I need info on how to proceed with a Canadian adult passport application, particularly as I no longer hane my expired child passport in my possession.",en,"Lost, stolen, inaccessible, damaged or found passports and other travel documents - Canada.ca",https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports/lost-stolen-inaccessible-damaged-found.html
7/4/2026,Requiero una autorización para conecion de viaje,en,Cómo consultar el estado de su solicitud ante IRCC - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
7/4/2026,I am a honest and kind men live in india I want a job in Canada but I don't get it,en,Express Entry: Language test results - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/documents/language-test.html
7/4/2026,"Avec ce programme, peut-on voyager avec toute sa famille ? Avec combien prouvé t'on Assez d'argent pour subvenir à ses besoins ?",fr,Programme pilote d'immigration dans les communautés francophones :  Qui peut présenter une demande - Canada.ca,https://www.canada.ca/fr/immigration-refugies-citoyennete/services/immigrer-canada/pilotes-rurale-franco/immigration-franco/admissibilite.html
7/4/2026,I don't have access to my IRCC acount I used how can I verify,en,How to check the status of your IRCC application  - Canada.ca,https://www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html
